coverage,cumulative
0,0.09982927953076408
1,0.2590271185982784
2,0.47068484746205536
3,0.6716816328312439
4,0.8208604885477713
5,0.9123971353183197
6,0.9605812504051565
7,0.9831137279935975
8,0.9927193296164326
9,0.9966105523403248
10,0.998175451969491
11,0.998835848940665
12,0.9991492060080692
13,0.9993222482078683
14,0.9994336370595668
15,0.9995142020301261
16,0.9995744093074358
17,0.9996222459600679
18,0.9996607132174256
19,0.9996919737784287
20,0.9997183316304404
21,0.9997403358269241
22,0.999758707924675
23,0.9997744678291091
24,0.999787806443914
25,0.9997995698568621
26,0.9998097843541756
27,0.9998187131266526
28,0.9998266689803358
29,0.9998338737052237
30,0.9998401876557617
31,0.9998459995394584
32,0.9998513813148467
33,0.9998563871972597
34,0.9998609071131423
35,0.9998650511360496
36,0.9998687338357598
37,0.999872012056228
38,0.9998751072588752
39,0.9998779819858349
40,0.9998807150957733
41,0.9998833197318013
42,0.9998857866937414
43,0.9998880854238602
44,0.999890268494602
45,0.9998924095073886
46,0.9998944361751091
47,0.9998963875985191
48,0.9998983032069515
49,0.9999001077560957
50,0.9999018341037293
51,0.9999034845498967
52,0.9999050751949089
53,0.9999065528091663
54,0.9999080218804015
55,0.9999094255646593
56,0.9999107802908286
57,0.9999120860589092
58,0.999913347797568
59,0.9999145034056052
60,0.9999156383132425
61,0.9999167360915912
62,0.9999178256554954
63,0.9999188833473553
64,0.9999198332657049
65,0.9999207933699655
66,0.999921731788093
67,0.9999227079926646
68,0.9999236322819477
69,0.9999245611713197
70,0.9999254667316695
71,0.9999263637489971
72,0.9999272065509918
73,0.9999280115665422
74,0.999928814610626
75,0.9999295818397322
76,0.9999303641834162
77,0.999931090997456
78,0.9999318309546069
79,0.999932519325047
80,0.9999332175528204
81,0.9999339003374383
82,0.9999345686646341
83,0.9999351854051192
84,0.9999357880167599
85,0.9999363784710228
86,0.9999369715539079
87,0.9999375620081709
88,0.9999381370192784
89,0.9999387077588747
90,0.999939261083849
91,0.9999397887797568
92,0.9999403082612202
93,0.9999408001421504
94,0.999941285451525
95,0.9999417559748999
96,0.9999422419414301
97,0.9999427144362716
98,0.9999431708308021
99,0.9999435940389771
100,0.9999440208615078
101,0.9999444532698606
102,0.9999448662921246
103,0.9999452977147442
104,0.9999457133656304
105,0.9999461165305612
106,0.9999465374386919
107,0.9999469419179338
108,0.999947328325398
109,0.9999477157185955
110,0.9999480870114821
111,0.9999484546900131
112,0.999948804953922
113,0.9999491782182752
114,0.9999495261821397
115,0.9999498863033819
116,0.9999502286814241
117,0.9999505851883108
118,0.9999509219805309
119,0.9999512660014621
120,0.9999515866933713
121,0.9999519169140358
122,0.9999522218342117
123,0.9999525277401209
124,0.9999528329888745
125,0.9999531375804726
126,0.9999534287003818
127,0.9999537240918022
128,0.999954029011978
129,0.9999543260462873
130,0.9999546273521076
131,0.9999549063146392
132,0.9999551934916152
133,0.9999554892116134
134,0.9999557678455672
135,0.9999560316935211
136,0.9999562912699639
137,0.999956550517829
138,0.999956814037205
139,0.9999570644134701
140,0.9999573144611574
141,0.9999575677946225
142,0.9999578198137765
143,0.9999580724900861
144,0.9999583024945291
145,0.9999585561565719
146,0.9999587933897259
147,0.9999590105796357
148,0.9999592464984786
149,0.9999594748600327
150,0.9999596884355869
151,0.9999599164685633
152,0.999960152715984
153,0.9999603731916715
154,0.9999605851243368
155,0.9999608088858021
156,0.9999610218042008
157,0.9999612350511772
158,0.9999614331835759
159,0.9999616369017968
160,0.9999618425914845
161,0.9999620466382831
162,0.999962225713171
163,0.9999624261456141
164,0.999962625592324
165,0.999962811567345
166,0.9999629935994327
167,0.9999631789172982
168,0.9999633556921416
169,0.9999635416671626
170,0.999963712527606
171,0.9999638909453382
172,0.9999640644344038
173,0.999964245809336
174,0.9999644146983127
175,0.9999645750442672
176,0.9999647416331995
177,0.9999649052649318
178,0.9999650481962642
179,0.999965202299241
180,0.9999653744739955
181,0.9999655410629278
182,0.9999657109376379
183,0.9999658847552813
184,0.9999660533156802
185,0.9999662143187903
186,0.9999663733504337
187,0.9999665258105216
188,0.9999666831992762
189,0.9999668267877642
190,0.9999669628189634
191,0.999967108378918
192,0.9999672588675392
193,0.9999674063989605
194,0.9999675450587819
195,0.9999676981760254
196,0.9999678345358023
197,0.9999679715527348
198,0.9999681092268228
199,0.9999682482152219
200,0.9999683780034433
201,0.999968505820198
202,0.9999686372513084
203,0.9999687542249965
204,0.9999688879561512
205,0.9999690138014393
206,0.9999691327465942
207,0.9999692681206378
208,0.9999693965945481
209,0.9999695352543695
210,0.9999696683283686
211,0.9999697971308568
212,0.9999699377621447
213,0.9999700678789439
214,0.9999701874812543
215,0.999970311026498
216,0.9999704316145417
217,0.9999705495739631
218,0.9999706688476957
219,0.9999707799069839
220,0.999970901480761
221,0.9999710299546712
222,0.999971154814226
223,0.9999712842738697
224,0.9999713950045801
225,0.9999715093496461
226,0.9999716325663119
227,0.9999717593973334
228,0.9999718642136438
229,0.9999719805301764
230,0.9999721011182201
231,0.9999722174347527
232,0.9999723294797742
233,0.9999724477677735
234,0.9999725667129283
235,0.9999726836866165
236,0.9999728055889713
237,0.9999729130339039
238,0.9999730165359032
239,0.9999731059090582
240,0.9999732163111908
241,0.9999733145559457
242,0.9999734114863895
243,0.9999735005309668
244,0.9999735935184774
245,0.9999736766486547
246,0.9999737660218097
247,0.9999738619665202
248,0.9999739549540307
249,0.9999740469558079
250,1.0
